500723202,hendop,Private
555048970,DuckPhobia,Recruit
500618763,ignas0799,Reservist
522851341,AlphaCalak,Private
510573070,SiemaNinjaWarrior,Commander
518448144,Kiwi129,Private
500413460,espp,Executive Officer
518382620,Mattyj57,Recruit
501615648,bigbeertje89,Private
500506152,Tigerman,Recruit
502600750,LustyMaid,Private
500564530,Cu_chulain,Private
503008820,toadsdad,Private
516323903,Gruntir,Private
547337282,Nizarious3901,Private
505920579,logane15,Recruit
501178960,JZG_Yunus,Recruit
503827538,MonoOcelot,Recruit
500662870,majorRedBeard,Private
501108842,capt_thunderpants,Private
503705620,MasterBen10,Combat Officer
501650048,TomKay,Recruit
527369857,DJ_Novake,Recruit
518234246,The_lanes_123,Recruit
506934920,smeagol64,Private
531910290,Kexloger,Private
553012675,MrCMBurns,Private
517542037,kohakukoi,Executive Officer
504479383,Buglez,Private
500002971,Philkred,Recruit
509572254,23gale,Recruit
547930788,I_Want_The_T95e2,Recruit
512466085,BackRowBenster,Recruit
526758056,FutureSniper,Recruit
518338219,O22uk,Private
504425133,Dantheus,Private
502441657,isztwan,Recruit
504144570,DeanWong,Private
506355387,adamsupreme,Private
510780092,Terrawat,Private
556776638,CriticaL_86,Private
502096580,OldTwinkieNo7,Recruit
508512457,SenatorBunBun,Combat Officer
507049674,mariovaxo,Recruit
512973004,Base37,Recruit
538299170,HopliteUK_3,Private
500737238,TheDoNotCareBear,Private
529904868,Badz360,Recruit
509078777,xstvn,Recruit
548164347,Sterlz,Recruit
502048510,poprottan,Private
503893772,tankboyz,Private
538446106,StiffyWoody,Executive Officer
504199964,PiratePeat,Private
508908317,FlyingCreature,Recruit
538439967,Achref_Khiari,Private
503028000,compact367,Private
500909346,15jg52Crow,Intelligence Officer
501485870,Brajtan,Private
500347184,oberschutze_dan,Private
508291904,Dal36,Private
518509899,grubbie38,Recruit
500398417,Dar3on,Recruit
503848279,bohica666,Private
501795672,DOCT0R_,Reservist
505439575,SlyHuntsman,Recruit
510146921,222alex22,Private
508558197,horgasz55,Recruit
501350775,Pixie__,Private
512105338,jellyboy49,Recruit
529781716,jsswolf,Recruit
528684419,DaTankTho,Private
504677258,Eduronflux,Private
515073423,TheRaginPleb,Private
500903323,MaGinty,Recruit
502135711,Monsieur_5,Recruit
500980128,SupperBANANA,Private
540344257,TheCommander_66,Recruit
505875275,ponecko2001,Private
503689164,Grimm_Lock,Private
538139092,duck_mcduckface,Private
520512984,b0bbyfet_1,Recruit
503141338,XITheRookIX,Recruit
500046813,carbonlord21,Recruit
504604155,BakoishPL,Recruit
500527092,Q900,Combat Officer
531395579,MNH_Chungha,Recruit
