519821054,mathesillyduck,Private
500727301,Ghorian,Private
514236422,honzis921,Private
503916937,DaPotrik,Junior Officer
513741707,_Obi_Two_Kenobi_,Private
511234961,Mitko7_7,Junior Officer
517453715,Mournfire,Private
539536660,Obj_260,Recruit
518358165,Tiger_Snake,Reservist
537092887,_Neferpitou_,Recruit
556383434,LPHAK_Adam,Combat Officer
523310638,Jonnyorr13,Private
502160284,funnyyyyyy,Junior Officer
502160799,adip_pl,Private
505851937,Little_Peaky06,Private
530264483,10sweeneyr,Recruit
547785512,GrinchTheRedliner,Personnel Officer
501585052,supermarioninja,Executive Officer
500922283,Naughtilus,Recruit
501297070,Phant0matic,Junior Officer
506212146,_Vidice_,Executive Officer
502239667,TANKINSTER,Private
514157748,DeCavalier,Junior Officer
522225250,GoldenNoob123,Recruit
500803638,peaky76,Private
511099063,kolior4eto97,Private
501219256,Yaffle1234,Private
513418169,Grinchupanzer,Private
528559418,The_Team_Kill_Guy,Combat Officer
520286397,SirTyphoon,Private
519214531,__Rembrandt__,Recruit
518553142,zargblatt,Private
529728070,Monj3,Private
536819233,Ibrohim1,Reservist
516518856,mathesillygoose,Junior Officer
551301020,Acafull_2,Junior Officer
510416461,ld107,Private
535422926,Leopar_130,Recruit
518412495,SSGVastabat,Combat Officer
503324114,exNoob,Private
510906197,OliverXRed,Executive Officer
554105814,Cav84,Recruitment Officer
505261143,RedPandaGG,Private
569999460,PureCrazy,Recruit
503063002,Biopax,Private
510094172,kalterToast,Junior Officer
569932410,IAmFeckingDisgusting,Reservist
515443550,El_Cliko,Recruit
503862240,Big_Goober,Private
502093922,Nooli,Private
500552803,Capt_BigDamo,Reservist
508075876,ImNabelu,Reservist
517431528,Awesome_Snapshots,Reservist
512048362,Brutal_Enforcer_,Private
512388690,smehmandude,Recruit
515176430,HybridTURKEN,Private
567317487,_BEN_DOVER_69_,Private
522272371,Definitely_not_a_geese,Junior Officer
503587444,NoMapAwareness,Executive Officer
506811390,IronPuma2012,Recruitment Officer
501409014,SV_Nighthawk,Recruit
513855479,zztuzuszzUK,Private
543036666,swid_steel_1,Junior Officer
501865595,blood141,Commander
529392106,OverFocused,Recruitment Officer
505313918,Fearless895,Private
